attendance_id,employee_id,date,status,check_in_time,check_out_time
ATD000450,EMP00538,2026-02-16,Present,09:42,18:54
ATD000451,EMP00404,2026-04-19,Present,08:37,17:28
ATD000452,EMP00510,2025-03-09,"Work From Home",09:16,17:49
ATD000453,EMP00241,2024-08-04,"Work From Home",09:57,18:17
ATD000454,EMP00123,2024-12-13,Present,08:45,16:59
ATD000455,EMP00958,2026-01-10,Present,08:54,17:29
ATD000456,EMP00051,2025-02-17,"Half Day",08:39,12:28
ATD000457,EMP00797,2025-05-09,Present,09:35,17:43
ATD000458,EMP00499,2025-04-10,Absent,NULL,NULL
ATD000459,EMP01069,2025-08-16,Present,09:11,17:27
ATD000460,EMP01106,2026-01-01,Present,08:50,17:16
ATD000461,EMP00417,2026-02-23,Present,08:41,17:35
ATD000462,EMP00421,2025-09-25,"Work From Home",09:45,18:37
ATD000463,EMP00634,2025-11-01,Present,08:36,17:38
ATD000464,EMP00906,2025-08-03,Present,08:54,17:54
ATD000465,EMP00622,2026-03-21,Present,08:54,17:54
ATD000466,EMP00995,2025-01-31,Present,08:59,17:35
ATD000467,EMP00558,2026-03-18,Present,08:43,17:38
ATD000468,EMP00058,2026-01-25,Present,09:11,17:35
ATD000469,EMP00146,2025-05-24,Present,09:36,17:48
ATD000470,EMP00920,2025-07-06,Present,09:41,17:50
ATD000471,EMP00353,2026-07-19,Present,08:33,16:39
ATD000472,EMP01087,2025-05-11,Present,09:21,18:15
ATD000473,EMP00308,2026-01-18,"Work From Home",09:22,17:33
ATD000474,EMP01079,2026-04-10,Present,08:43,16:43
ATD000475,EMP01190,2025-11-22,"Work From Home",09:10,17:47
ATD000476,EMP00235,2025-05-30,Present,09:18,17:25
ATD000477,EMP01092,2024-09-06,Present,08:31,17:04
ATD000478,EMP01179,2026-07-23,Present,08:47,16:50
ATD000479,EMP00193,2024-10-21,Present,09:24,17:38
ATD000480,EMP00264,2024-08-11,Present,08:32,17:42
ATD000481,EMP00786,2024-09-03,"Work From Home",09:23,17:52
ATD000482,EMP00123,2026-06-02,Present,08:46,18:15
ATD000483,EMP00016,2025-10-01,Present,09:20,18:12
ATD000484,EMP00403,2026-06-16,"Work From Home",09:42,18:09
ATD000485,EMP01214,2026-03-04,"Work From Home",09:10,17:46
ATD000486,EMP00873,2024-11-01,Present,08:53,17:53
ATD000487,EMP00517,2025-07-29,Present,08:41,18:09
ATD000488,EMP00784,2024-09-04,"Half Day",08:54,13:18
ATD000489,EMP00843,2025-08-20,"Work From Home",09:32,18:21
ATD000490,EMP01192,2025-06-29,Present,09:15,18:04
ATD000491,EMP00277,2024-12-12,Present,08:47,17:13
ATD000492,EMP01096,2025-11-08,Present,08:45,17:27
ATD000493,EMP00627,2024-08-11,Absent,NULL,NULL
ATD000494,EMP00780,2024-11-26,Absent,NULL,NULL
ATD000495,EMP00659,2024-11-01,"Half Day",09:20,13:01
ATD000496,EMP00758,2024-09-18,Present,08:44,18:05
ATD000497,EMP01160,2025-01-22,Present,09:12,18:21
ATD000498,EMP01128,2024-11-11,Present,08:54,16:59
ATD000499,EMP00462,2025-06-07,"Work From Home",09:24,17:26
ATD000500,EMP01136,2025-11-25,"Work From Home",09:01,17:48
ATD000501,EMP01168,2024-08-07,"Half Day",09:19,13:11
ATD000502,EMP00354,2025-05-16,"Work From Home",09:56,18:33
ATD000503,EMP00249,2025-11-13,"Half Day",09:13,13:26
ATD000504,EMP00003,2026-03-27,"Work From Home",09:47,18:03
ATD000505,EMP01110,2025-05-03,Present,08:48,17:38
ATD000506,EMP00327,2026-05-10,"Half Day",09:18,12:59
ATD000507,EMP01228,2024-09-12,"Half Day",09:07,13:00
ATD000508,EMP00663,2025-07-10,Present,08:49,18:06
ATD000509,EMP01043,2025-06-11,Present,08:57,16:59
ATD000510,EMP01052,2026-01-15,Present,09:02,18:15
ATD000511,EMP00887,2026-02-24,Present,09:14,18:12
ATD000512,EMP01074,2026-05-14,Present,08:36,17:07
ATD000513,EMP00111,2025-08-18,Present,08:30,16:34
ATD000514,EMP00520,2024-08-21,Present,08:42,16:50
ATD000515,EMP00981,2025-08-24,"Half Day",08:48,12:38
ATD000516,EMP00308,2025-02-07,"Half Day",08:58,13:08
ATD000517,EMP00209,2025-07-19,Present,08:30,17:41
ATD000518,EMP00309,2025-09-29,Present,09:17,18:09
ATD000519,EMP00910,2024-12-06,"Half Day",08:58,13:27
ATD000520,EMP00038,2024-11-01,Present,09:28,17:55
ATD000521,EMP00113,2025-07-19,Present,09:28,18:32
ATD000522,EMP00650,2025-04-05,"Work From Home",09:05,17:28
ATD000523,EMP00068,2024-09-25,Present,09:28,18:08
ATD000524,EMP00111,2026-04-24,"Half Day",08:59,13:09
ATD000525,EMP00270,2025-04-16,Present,09:34,17:39
ATD000526,EMP00992,2024-10-17,Present,09:19,17:38
ATD000527,EMP01122,2026-02-21,Present,08:57,17:41
ATD000528,EMP00460,2025-02-01,Present,09:31,18:22
ATD000529,EMP00207,2025-11-26,Present,08:57,16:58
ATD000530,EMP00877,2024-09-16,Present,08:55,17:55
ATD000531,EMP00672,2025-05-20,Present,08:48,17:36
ATD000532,EMP00541,2025-12-23,"Work From Home",09:27,17:39
ATD000533,EMP00303,2025-01-08,"Work From Home",09:27,17:51
ATD000534,EMP00219,2026-04-28,Present,08:52,18:13
ATD000535,EMP00489,2025-07-02,Absent,NULL,NULL
ATD000536,EMP00585,2025-05-01,"Half Day",08:35,12:50
ATD000537,EMP00910,2024-10-05,Present,09:21,18:37
ATD000538,EMP00515,2024-09-23,Present,09:11,18:34
ATD000539,EMP01205,2026-02-14,Present,09:11,17:24
ATD000540,EMP01113,2024-08-13,Present,09:41,17:45
ATD000541,EMP00013,2025-11-23,Present,08:59,17:28
ATD000542,EMP00080,2025-12-30,Present,09:31,18:21
ATD000543,EMP00127,2024-12-28,"Work From Home",09:48,18:24
ATD000544,EMP01179,2026-05-05,Present,09:25,18:47
ATD000545,EMP00980,2024-09-23,Present,08:57,17:34
ATD000546,EMP00556,2024-10-31,Present,09:40,19:03
ATD000547,EMP00448,2024-10-01,Absent,NULL,NULL
ATD000548,EMP00993,2025-08-25,Present,09:15,17:20
ATD000549,EMP00682,2024-12-07,Absent,NULL,NULL
ATD000550,EMP00871,2025-01-23,"Work From Home",09:37,17:39
ATD000551,EMP00474,2024-11-08,Present,09:00,18:29
ATD000552,EMP00661,2026-05-15,Present,09:20,17:59
ATD000553,EMP00810,2024-09-22,Present,09:02,18:24
ATD000554,EMP00082,2026-07-04,Present,08:52,18:00
ATD000555,EMP01018,2026-04-12,Present,09:38,19:00
ATD000556,EMP00826,2025-10-09,"Work From Home",09:30,18:17
ATD000557,EMP00095,2025-04-16,Present,08:31,17:17
ATD000558,EMP00947,2026-03-09,Absent,NULL,NULL
ATD000559,EMP01142,2026-08-06,Present,08:41,17:26
ATD000560,EMP01187,2025-07-03,"Half Day",08:47,13:11
ATD000561,EMP00360,2025-10-29,"Work From Home",09:51,18:00
ATD000562,EMP01222,2025-09-09,"Half Day",09:09,12:45
ATD000563,EMP00952,2025-08-18,"Half Day",08:35,12:51
ATD000564,EMP00740,2026-04-27,"Half Day",08:34,12:32
ATD000565,EMP00660,2024-11-06,Present,09:04,18:07
ATD000566,EMP00583,2026-03-18,Present,09:33,18:18
ATD000567,EMP00306,2025-07-16,Absent,NULL,NULL
ATD000568,EMP00373,2026-04-04,Present,09:42,19:12
ATD000569,EMP00501,2025-03-31,"Work From Home",09:33,17:38
ATD000570,EMP01161,2025-12-06,Present,09:29,18:58
ATD000571,EMP01105,2025-03-25,Present,09:16,17:25
ATD000572,EMP00381,2026-03-30,Present,09:15,18:11
ATD000573,EMP00096,2024-08-28,Present,09:40,18:34
ATD000574,EMP01061,2025-01-13,Present,08:46,16:57
ATD000575,EMP00839,2025-10-06,"Half Day",08:30,12:22
ATD000576,EMP00956,2025-09-11,Present,09:03,17:49
ATD000577,EMP00187,2026-02-19,Present,09:41,19:07
ATD000578,EMP00284,2026-06-08,Absent,NULL,NULL
ATD000579,EMP00744,2026-03-28,Absent,NULL,NULL
ATD000580,EMP00770,2026-07-06,"Half Day",08:42,13:07
ATD000581,EMP00332,2024-11-22,"Half Day",08:56,12:53
ATD000582,EMP00901,2025-06-29,"Work From Home",09:00,17:42
ATD000583,EMP00077,2025-09-23,"Half Day",08:41,12:46
ATD000584,EMP01015,2026-01-31,Present,08:46,17:56
ATD000585,EMP00648,2025-04-14,Present,09:01,17:48
ATD000586,EMP01194,2026-03-14,Present,09:01,17:14
ATD000587,EMP01136,2025-07-06,Present,08:35,17:05
ATD000588,EMP00235,2026-03-13,Present,08:32,17:03
ATD000589,EMP00688,2025-04-02,Absent,NULL,NULL
ATD000590,EMP00847,2025-04-24,Present,09:44,18:57
ATD000591,EMP00043,2024-10-01,Present,09:25,18:02
ATD000592,EMP00750,2024-10-27,Present,09:28,18:56
ATD000593,EMP00772,2026-03-01,Present,09:20,18:17
ATD000594,EMP00335,2025-01-12,"Half Day",08:58,12:34
ATD000595,EMP00762,2024-09-24,Present,08:30,17:35
ATD000596,EMP00866,2026-02-14,"Half Day",09:04,12:58
ATD000597,EMP00195,2024-10-27,Present,09:07,17:46
ATD000598,EMP00818,2025-11-02,Absent,NULL,NULL
ATD000599,EMP01176,2026-03-24,Present,08:40,17:08
ATD000600,EMP00804,2024-11-22,"Half Day",09:28,13:22
ATD000601,EMP00447,2025-04-07,Absent,NULL,NULL
ATD000602,EMP00790,2025-08-09,Present,09:15,18:37
ATD000603,EMP01048,2025-07-12,Present,09:33,18:42
ATD000604,EMP00333,2026-07-07,"Work From Home",09:10,17:40
ATD000605,EMP00848,2026-07-13,"Work From Home",09:44,18:10
ATD000606,EMP00116,2026-02-02,Present,09:22,17:37
ATD000607,EMP00012,2026-01-16,Present,09:09,17:51
ATD000608,EMP00783,2025-01-01,Present,09:45,17:46
ATD000609,EMP00297,2025-06-16,"Work From Home",09:35,17:45
ATD000610,EMP00998,2025-06-28,"Work From Home",09:02,17:10
ATD000611,EMP00899,2025-07-07,Present,09:24,18:18
ATD000612,EMP00673,2026-03-24,Absent,NULL,NULL
ATD000613,EMP00607,2025-05-06,Present,09:45,17:58
ATD000614,EMP00393,2025-12-03,Absent,NULL,NULL
ATD000615,EMP00355,2026-02-20,Absent,NULL,NULL
ATD000616,EMP00488,2025-06-09,Present,09:13,18:31
ATD000617,EMP00963,2025-11-22,Present,08:39,17:51
ATD000618,EMP01040,2026-04-26,Present,08:56,17:01
ATD000619,EMP00949,2025-11-10,Present,09:35,18:23
ATD000620,EMP00717,2026-01-22,"Work From Home",09:47,18:46
ATD000621,EMP00475,2025-03-12,Present,09:42,18:06
ATD000622,EMP00456,2025-08-18,Present,08:55,17:41
ATD000623,EMP00107,2026-05-11,"Work From Home",09:38,17:50
ATD000624,EMP00746,2025-04-09,"Half Day",08:50,12:58
ATD000625,EMP00953,2024-12-01,Present,08:49,16:58
ATD000626,EMP01148,2025-03-01,"Work From Home",09:25,18:13
ATD000627,EMP01094,2025-02-01,Present,09:41,17:45
ATD000628,EMP00270,2025-08-05,Present,08:53,18:00
ATD000629,EMP00997,2025-04-13,Present,08:45,16:55
ATD000630,EMP00168,2025-05-03,"Work From Home",09:40,17:48
ATD000631,EMP00943,2026-06-09,Absent,NULL,NULL
ATD000632,EMP00836,2025-06-26,Present,09:33,18:26
ATD000633,EMP00977,2026-04-04,"Half Day",09:17,13:40
ATD000634,EMP00140,2026-05-16,Absent,NULL,NULL
ATD000635,EMP00034,2025-03-25,Present,08:30,16:52
ATD000636,EMP00206,2024-12-17,Absent,NULL,NULL
ATD000637,EMP00308,2024-10-26,Present,09:26,17:44
ATD000638,EMP00288,2025-09-17,Present,08:44,17:38
ATD000639,EMP00916,2026-01-03,"Work From Home",09:36,18:20
ATD000640,EMP00211,2024-08-08,"Work From Home",09:15,17:21
ATD000641,EMP00831,2026-01-20,Present,09:31,18:46
ATD000642,EMP00462,2024-10-28,"Work From Home",09:47,18:07
ATD000643,EMP00642,2025-07-02,Present,09:18,17:20
ATD000644,EMP00315,2024-09-15,Present,08:51,17:26
ATD000645,EMP01185,2025-05-08,Present,09:05,17:53
ATD000646,EMP00012,2025-05-26,Present,09:26,17:39
ATD000647,EMP00845,2026-02-08,"Half Day",08:33,12:22
ATD000648,EMP00409,2026-05-25,Present,08:30,17:09
ATD000649,EMP01018,2026-04-01,"Half Day",09:29,13:20
ATD000650,EMP01125,2025-05-20,"Half Day",09:06,12:44
ATD000651,EMP00678,2025-02-11,Present,09:22,18:34
ATD000652,EMP01032,2026-06-11,Absent,NULL,NULL
ATD000653,EMP00034,2025-05-16,"Work From Home",09:41,18:18
ATD000654,EMP01089,2025-08-09,Absent,NULL,NULL
ATD000655,EMP00544,2026-07-14,Present,08:57,17:47
ATD000656,EMP00711,2025-05-16,"Half Day",08:39,12:54
ATD000657,EMP01170,2025-09-26,Present,08:49,17:23
ATD000658,EMP00981,2024-10-15,Present,09:25,17:28
ATD000659,EMP01155,2026-06-17,Present,09:44,18:11
ATD000660,EMP01002,2024-11-01,Present,09:17,18:25
ATD000661,EMP00729,2025-06-27,Present,08:58,17:46
ATD000662,EMP01140,2026-02-21,Present,08:35,17:30
ATD000663,EMP00451,2024-09-06,"Work From Home",09:08,17:48
ATD000664,EMP00037,2026-06-29,Present,08:38,17:21
ATD000665,EMP00994,2025-12-08,Present,08:36,17:35
ATD000666,EMP00344,2025-03-27,Present,09:25,17:35
ATD000667,EMP00701,2025-05-07,"Work From Home",09:41,18:36
ATD000668,EMP00115,2025-08-27,Present,09:24,18:40
ATD000669,EMP00572,2025-05-08,Present,08:54,17:19
ATD000670,EMP00238,2026-02-27,Present,08:38,17:34
ATD000671,EMP00559,2026-03-14,Present,09:04,17:49
ATD000672,EMP00959,2026-03-23,"Work From Home",09:50,18:41
ATD000673,EMP00340,2025-04-25,Present,09:19,18:33
ATD000674,EMP00720,2024-08-28,Present,08:48,17:10
ATD000675,EMP00361,2024-09-13,Absent,NULL,NULL
ATD000676,EMP00651,2025-11-17,Present,08:33,17:41
ATD000677,EMP00512,2026-03-18,Absent,NULL,NULL
ATD000678,EMP01180,2026-06-27,Present,08:47,17:24
ATD000679,EMP00092,2025-04-14,Present,08:49,17:31
ATD000680,EMP00714,2025-10-28,Present,09:00,17:16
ATD000681,EMP00945,2025-02-05,Present,09:06,18:08
ATD000682,EMP00318,2024-11-23,Present,08:32,16:34
ATD000683,EMP01195,2025-03-21,Present,08:59,18:07
ATD000684,EMP00125,2024-10-18,Present,08:42,17:33
ATD000685,EMP00804,2025-12-15,Absent,NULL,NULL
ATD000686,EMP00836,2024-08-17,"Half Day",09:11,13:34
ATD000687,EMP00167,2025-05-20,"Work From Home",09:54,18:43
ATD000688,EMP00856,2025-08-13,Present,08:51,18:02
ATD000689,EMP00969,2026-02-17,"Work From Home",09:48,18:47
ATD000690,EMP00766,2026-04-12,Present,08:47,17:48
ATD000691,EMP00221,2025-09-08,Present,09:31,17:48
ATD000692,EMP00366,2024-08-13,"Work From Home",09:54,18:36
ATD000693,EMP00368,2026-02-23,Present,09:20,17:39
ATD000694,EMP00690,2026-02-28,Absent,NULL,NULL
ATD000695,EMP00126,2025-12-05,"Work From Home",09:26,18:05
ATD000696,EMP01060,2024-10-13,Absent,NULL,NULL
ATD000697,EMP01193,2025-02-06,Present,09:17,18:45
ATD000698,EMP00682,2026-02-03,"Half Day",09:01,13:04
ATD000699,EMP00291,2025-03-17,Present,08:44,17:00
ATD000700,EMP00439,2026-02-14,Present,09:06,18:04
ATD000701,EMP00953,2026-01-05,Present,09:19,18:02
ATD000702,EMP01174,2026-05-02,Present,09:25,17:38
ATD000703,EMP00817,2024-09-13,"Work From Home",09:21,17:31
ATD000704,EMP00258,2025-10-01,Present,08:43,18:10
ATD000705,EMP00345,2024-09-20,Present,09:00,17:49
ATD000706,EMP00989,2024-12-12,Present,08:39,18:04
ATD000707,EMP01049,2024-11-13,Present,08:43,17:43
ATD000708,EMP00648,2025-08-05,"Work From Home",09:42,18:25
ATD000709,EMP00081,2025-12-21,"Half Day",08:58,13:27
ATD000710,EMP00496,2025-01-06,Present,08:58,17:51
ATD000711,EMP00920,2025-03-26,"Work From Home",09:21,17:54
ATD000712,EMP00822,2024-12-19,Absent,NULL,NULL
ATD000713,EMP00081,2025-08-10,Absent,NULL,NULL
ATD000714,EMP00613,2025-09-04,Present,08:41,17:42
ATD000715,EMP00093,2026-05-09,Present,08:39,17:50
ATD000716,EMP00289,2026-07-12,Absent,NULL,NULL
ATD000717,EMP00357,2025-03-13,Present,09:22,18:38
ATD000718,EMP00753,2025-09-04,Present,08:52,17:24
ATD000719,EMP00488,2025-02-21,"Half Day",09:18,13:01
ATD000720,EMP01097,2025-10-25,Present,08:44,17:37
ATD000721,EMP00477,2024-08-22,Absent,NULL,NULL
ATD000722,EMP00752,2025-04-01,Present,09:29,18:53
ATD000723,EMP00389,2026-07-27,Present,08:58,17:23
ATD000724,EMP00304,2025-11-17,Present,09:29,18:52
ATD000725,EMP00282,2025-07-13,"Work From Home",09:20,17:53
ATD000726,EMP00802,2026-02-23,Present,09:41,18:03
ATD000727,EMP00495,2024-08-15,Present,08:48,17:16
ATD000728,EMP00274,2025-05-13,Absent,NULL,NULL
ATD000729,EMP00719,2025-06-14,Present,08:32,17:15
ATD000730,EMP00542,2026-02-12,Present,09:34,19:01
ATD000731,EMP00094,2025-11-10,"Half Day",08:47,12:21
ATD000732,EMP00726,2025-08-02,Present,09:33,18:45
ATD000733,EMP00603,2025-05-01,Present,09:39,19:01
ATD000734,EMP00370,2026-05-03,Absent,NULL,NULL
ATD000735,EMP00646,2026-03-01,Present,08:45,17:47
ATD000736,EMP00788,2024-11-17,Present,08:49,17:13
ATD000737,EMP00711,2024-12-15,Absent,NULL,NULL
ATD000738,EMP00514,2025-06-24,"Half Day",09:06,13:09
ATD000739,EMP01220,2025-06-11,Present,08:40,17:24
ATD000740,EMP00376,2024-08-21,"Half Day",09:06,12:47
ATD000741,EMP00395,2026-03-29,Present,09:18,17:38
ATD000742,EMP00259,2025-03-24,"Work From Home",09:24,18:18
ATD000743,EMP01177,2025-12-30,Present,09:20,17:40
ATD000744,EMP00845,2025-05-15,Present,08:41,17:48
ATD000745,EMP00937,2024-10-30,"Work From Home",09:46,18:05
ATD000746,EMP00147,2024-12-05,Absent,NULL,NULL
ATD000747,EMP00508,2026-02-04,Absent,NULL,NULL
ATD000748,EMP00810,2025-03-07,"Work From Home",09:35,18:32
ATD000749,EMP00039,2026-02-04,Present,08:51,17:04
ATD000750,EMP00412,2025-06-06,Present,08:57,17:03
ATD000751,EMP00548,2025-02-01,Absent,NULL,NULL
ATD000752,EMP01013,2024-09-12,Present,09:41,18:56
ATD000753,EMP00158,2024-10-07,"Half Day",08:43,13:09
ATD000754,EMP00779,2025-02-25,"Work From Home",09:37,18:26
ATD000755,EMP00477,2026-02-21,Present,08:35,17:29
ATD000756,EMP00898,2026-01-22,Present,08:34,17:11
ATD000757,EMP00877,2026-07-30,Present,09:12,17:37
ATD000758,EMP00391,2026-07-30,Present,08:46,18:02
ATD000759,EMP00256,2026-07-29,Present,09:24,17:55
ATD000760,EMP01063,2024-11-24,Present,09:23,18:30
ATD000761,EMP00258,2026-07-31,Present,08:36,17:33
ATD000762,EMP00916,2024-09-01,Absent,NULL,NULL
ATD000763,EMP00919,2026-05-04,Present,08:50,18:18
ATD000764,EMP00187,2025-02-10,Present,08:48,17:05
ATD000765,EMP00465,2026-06-13,Present,09:01,18:03
ATD000766,EMP00092,2024-12-14,Absent,NULL,NULL
ATD000767,EMP00607,2025-06-06,"Half Day",09:18,13:44
ATD000768,EMP00847,2025-08-19,"Half Day",09:06,12:52
ATD000769,EMP00283,2025-05-13,"Work From Home",09:00,17:44
ATD000770,EMP00151,2025-07-24,Present,09:18,17:23
ATD000771,EMP00019,2024-09-29,Absent,NULL,NULL
ATD000772,EMP00884,2024-12-25,Present,09:41,17:53
ATD000773,EMP00851,2025-11-24,"Work From Home",09:37,18:20
ATD000774,EMP00223,2025-03-13,Absent,NULL,NULL
ATD000775,EMP00306,2025-10-03,Present,08:39,17:46
ATD000776,EMP00935,2024-12-27,"Work From Home",09:04,17:49
ATD000777,EMP01168,2026-01-17,"Work From Home",09:43,17:53
ATD000778,EMP00704,2025-08-17,"Work From Home",09:44,17:52
ATD000779,EMP00119,2026-03-06,"Work From Home",09:07,17:57
ATD000780,EMP00217,2026-05-17,Present,09:21,18:08
ATD000781,EMP00382,2025-01-12,Present,09:09,18:22
ATD000782,EMP00345,2025-05-25,"Half Day",09:01,13:13
ATD000783,EMP00316,2024-08-04,Present,08:48,17:29
ATD000784,EMP00415,2024-11-27,"Half Day",08:44,13:14
ATD000785,EMP00565,2025-07-27,Present,08:36,16:36
ATD000786,EMP00029,2025-08-17,Present,08:35,17:28
ATD000787,EMP00825,2024-10-20,Present,09:20,17:29
ATD000788,EMP00043,2025-01-30,Present,08:49,17:50
ATD000789,EMP00668,2025-06-09,Absent,NULL,NULL
ATD000790,EMP00019,2025-11-30,Present,08:37,17:14
ATD000791,EMP00097,2025-08-26,"Half Day",09:02,13:17
ATD000792,EMP00410,2025-08-30,"Half Day",09:26,13:00
ATD000793,EMP01215,2026-01-03,Present,09:20,18:15
ATD000794,EMP01023,2024-09-27,Absent,NULL,NULL
ATD000795,EMP00911,2026-07-31,"Work From Home",09:51,18:40
ATD000796,EMP00965,2024-12-18,"Work From Home",09:06,17:15
ATD000797,EMP00589,2025-09-23,Present,08:49,17:24
ATD000798,EMP00432,2026-03-29,Present,08:58,17:37
ATD000799,EMP00003,2026-02-22,Present,08:45,18:02
ATD000800,EMP00724,2026-07-15,Present,09:08,18:18
ATD000801,EMP00838,2025-12-17,"Half Day",08:45,12:28
ATD000802,EMP00540,2025-08-11,Present,09:36,18:43
ATD000803,EMP00244,2024-09-10,Present,08:59,18:16
ATD000804,EMP00061,2026-06-21,Absent,NULL,NULL
ATD000805,EMP00678,2025-09-29,"Work From Home",09:49,18:37
ATD000806,EMP00887,2026-02-23,"Work From Home",09:00,17:25
ATD000807,EMP00743,2025-03-29,Absent,NULL,NULL
ATD000808,EMP00603,2026-07-08,Present,08:50,17:35
ATD000809,EMP00505,2025-01-09,Present,09:23,17:38
ATD000810,EMP00925,2026-05-11,"Work From Home",09:44,18:06
ATD000811,EMP00013,2025-10-17,Present,09:31,18:45
ATD000812,EMP01046,2026-02-20,Present,08:50,17:20
ATD000813,EMP00223,2026-03-10,Present,09:15,17:21
ATD000814,EMP00978,2026-03-06,Present,08:40,17:21
ATD000815,EMP00978,2026-07-14,Present,08:38,17:37
ATD000816,EMP00644,2026-07-02,Absent,NULL,NULL
ATD000817,EMP01230,2025-02-21,Present,09:34,18:46
ATD000818,EMP00164,2025-05-04,Present,08:46,17:28
ATD000819,EMP00734,2025-02-08,Present,09:16,18:08
ATD000820,EMP01001,2026-06-14,Present,09:22,18:04
ATD000821,EMP00494,2025-09-22,Present,09:45,18:38
ATD000822,EMP01179,2024-09-21,Present,08:35,17:46
ATD000823,EMP00628,2025-10-22,Present,09:23,18:12
ATD000824,EMP00618,2025-02-24,Present,09:26,18:22
ATD000825,EMP00150,2026-04-01,Present,09:21,18:27
ATD000826,EMP00367,2024-10-09,"Half Day",08:50,12:45
ATD000827,EMP00485,2024-10-30,Present,09:29,18:17
ATD000828,EMP01191,2026-04-12,Present,09:28,17:50
ATD000829,EMP00027,2025-09-28,Present,08:48,17:21
ATD000830,EMP00692,2025-09-04,"Work From Home",09:03,17:20
ATD000831,EMP00691,2026-05-12,Present,09:28,18:57
ATD000832,EMP00877,2025-01-05,Present,08:52,17:25
ATD000833,EMP00523,2026-06-09,"Work From Home",09:54,17:55
ATD000834,EMP01057,2025-04-20,"Half Day",08:56,12:58
ATD000835,EMP00534,2025-05-03,Present,08:46,17:18
ATD000836,EMP00412,2026-07-11,"Half Day",09:19,13:12
ATD000837,EMP00183,2025-07-31,Present,08:49,17:04
ATD000838,EMP00947,2024-08-25,Present,08:42,17:54
ATD000839,EMP01130,2025-05-29,Absent,NULL,NULL
ATD000840,EMP00928,2025-03-04,Present,08:43,16:50
ATD000841,EMP00268,2025-08-23,Present,09:41,18:50
ATD000842,EMP00835,2024-12-22,Absent,NULL,NULL
ATD000843,EMP00978,2026-07-09,Absent,NULL,NULL
ATD000844,EMP00550,2025-03-22,Present,09:37,19:04
ATD000845,EMP00876,2026-05-17,"Work From Home",09:21,18:11
ATD000846,EMP00386,2026-07-22,Present,08:41,18:06
ATD000847,EMP00655,2024-10-22,Present,08:58,17:33
ATD000848,EMP00491,2025-09-19,Absent,NULL,NULL
ATD000849,EMP00889,2025-07-10,Present,09:04,18:10
ATD000850,EMP00571,2024-12-01,Present,09:18,17:45
ATD000851,EMP00442,2024-08-13,"Work From Home",09:34,17:54
ATD000852,EMP00318,2025-12-22,"Work From Home",09:38,18:29
ATD000853,EMP01041,2026-05-04,Present,08:59,17:22
ATD000854,EMP01163,2025-04-15,Present,08:48,17:59
ATD000855,EMP00634,2024-08-18,Present,09:36,17:43
ATD000856,EMP00692,2026-02-06,Present,09:07,18:27
ATD000857,EMP00506,2025-08-29,"Work From Home",09:50,18:14
ATD000858,EMP00306,2026-02-17,"Work From Home",09:52,18:52
ATD000859,EMP00284,2025-03-17,Absent,NULL,NULL
ATD000860,EMP00525,2025-12-21,"Half Day",08:59,13:08
ATD000861,EMP00592,2024-08-30,Present,08:52,18:12
ATD000862,EMP00620,2025-03-27,Present,09:02,17:44
ATD000863,EMP00571,2025-04-09,Present,08:59,17:39
ATD000864,EMP00382,2025-01-14,Present,08:58,18:07
ATD000865,EMP00872,2025-08-05,Absent,NULL,NULL
ATD000866,EMP00857,2025-09-16,Present,09:41,19:00
ATD000867,EMP00431,2026-05-03,Present,08:32,17:22
ATD000868,EMP00642,2026-05-09,Present,09:29,18:43
ATD000869,EMP00849,2025-07-04,"Work From Home",09:52,18:38
ATD000870,EMP00874,2025-07-05,"Work From Home",09:41,17:54
ATD000871,EMP00041,2026-04-27,Present,09:03,18:07
ATD000872,EMP00885,2025-09-18,Present,08:35,16:54
ATD000873,EMP00654,2026-03-15,Absent,NULL,NULL
ATD000874,EMP01095,2024-10-03,"Work From Home",09:40,18:25
ATD000875,EMP00119,2024-10-01,Present,08:53,17:42
ATD000876,EMP00060,2026-01-04,Present,08:47,18:17
